"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"24-02-2022";"00:00";1;-1,1;86;90;9,4;;16,6;0;1026,1;987,1;0
11012;"Kremsmünster";383;"24-02-2022";"00:00";0,7;-2,1;82;88;4,3;206;9,7;0;1026;977,6;0
11022;"Retz";320;"24-02-2022";"00:00";2,1;-2,8;70;260;11,2;263;15,5;0;1027,1;987,3;0
11035;"Wien/Hohe Warte";203;"24-02-2022";"00:00";3;-1,5;73;288;7,9;295;11,9;0;1027,3;1001,3;0
11036;"Wien/Schwechat";183;"24-02-2022";"00:00";0,5;-3,5;75;210;5,4;;9,4;0;1027,7;1004,6;0
11101;"Bregenz";424;"24-02-2022";"00:00";3,7;2,3;90;143;9;134;17,3;0;1024,3;970,9;0
11121;"Innsbruck";579;"24-02-2022";"00:00";1;-0,9;87;279;9,7;278;16,6;0;1026,9;955,3;0
11126;"Patscherkofel";2247;"24-02-2022";"00:00";-1,2;-10,4;50;166;80,3;170;104,4;0;;776,6;0
11130;"Kufstein";495;"24-02-2022";"00:00";2,7;-0,6;79;265;10,1;267;20,9;0;1025,2;965,1;0
11150;"Salzburg";430;"24-02-2022";"00:00";2,4;-1,7;74;180;11,2;;18,4;0;1024,4;969,8;0
11155;"Feuerkogel";1618;"24-02-2022";"00:00";3;-26,8;9;181;40;181;49,7;0;;839,8;0
11157;"Aigen im Ennstal";640;"24-02-2022";"00:00";-2,1;-3,2;92;17;1,1;283;5;0;1030,6;950;0
11171;"Mariazell";866;"24-02-2022";"00:00";-3,5;-5,4;88;143;15,8;135;20,2;0;1030,2;924,5;0
11190;"Eisenstadt";184;"24-02-2022";"00:00";1,8;-1,5;80;332;6,1;353;11,9;0;1027,5;1004,6;0
11204;"Lienz";659;"24-02-2022";"00:00";-0,5;-6,3;65;293;5,4;297;7,9;0;1031,3;949,2;0
11240;"Graz/Flughafen";340;"24-02-2022";"00:00";-2,1;-5,5;78;150;5,4;;11,2;0;1029,4;983,6;0
11244;"Bad Gleichenberg";280;"24-02-2022";"00:00";-1,8;-5,2;78;320;1,4;67;4,7;0;1029,1;994,7;0
11265;"Villacher Alpe";2140;"24-02-2022";"00:00";-2,7;-9,7;59;242;48,6;242;50,8;0;;788,7;0
11331;"Klagenfurt/Flughafen";447;"24-02-2022";"00:00";0;-4,4;73;311;5,4;298;7,9;0;1029,9;973,7;0
11343;"Sonnblick";3105;"24-02-2022";"00:00";-9,7;-19,5;46;232;55,4;218;72;;;697,4;0
11389;"St. Pölten";270;"24-02-2022";"00:00";1,6;-1,5;80;179;4;136;9,7;0;1027,2;993,6;0
11010;"Linz/Hörsching";298;"24-02-2022";"02:00";0,7;-2;83;100;7,6;;16,6;0;1024,2;985,2;0
11012;"Kremsmünster";383;"24-02-2022";"02:00";-1;-2,5;90;299;0,7;43;13;0;1024,6;976;0
11022;"Retz";320;"24-02-2022";"02:00";3,9;-3,1;60;248;6,8;270;10,4;0;1025,9;986,4;0
11035;"Wien/Hohe Warte";203;"24-02-2022";"02:00";1,7;-2;77;217;6,5;240;11,9;0;1026,5;1000,4;0
11036;"Wien/Schwechat";183;"24-02-2022";"02:00";-0,3;-3,7;78;190;16,6;;22,3;0;1027,1;1003,9;0
11101;"Bregenz";424;"24-02-2022";"02:00";2,4;1,5;94;121;0,7;165;11,9;0;1023,9;970,3;0
11121;"Innsbruck";579;"24-02-2022";"02:00";1,3;-1,5;82;289;24,1;290;37,8;0;1026,3;954,8;0
11126;"Patscherkofel";2247;"24-02-2022";"02:00";-1,7;-11,3;48;169;79,9;171;101,9;0;;776,2;0
11130;"Kufstein";495;"24-02-2022";"02:00";0,4;-1,5;88;240;2,9;267;15,5;0;1025,8;965,1;0
11150;"Salzburg";430;"24-02-2022";"02:00";1,2;-3,1;73;140;13;;22,3;0;1023,8;969;0
11155;"Feuerkogel";1618;"24-02-2022";"02:00";2,8;-21;16;189;39,2;193;49,3;0;;838,8;0
11157;"Aigen im Ennstal";640;"24-02-2022";"02:00";-2,9;-3,8;94;0;0;263;8,3;0;1029,5;948,8;0
11171;"Mariazell";866;"24-02-2022";"02:00";-4,6;-6,4;88;132;8,6;139;17,6;0;1029,1;923,1;0
11190;"Eisenstadt";184;"24-02-2022";"02:00";1,4;-1,9;80;342;7,9;355;18,7;0;1026,6;1003,7;0
11204;"Lienz";659;"24-02-2022";"02:00";-2,1;-5,8;76;232;2,5;308;9,7;0;1031,2;948,7;0
11240;"Graz/Flughafen";340;"24-02-2022";"02:00";-1,9;-4,9;80;270;7,6;;11,2;0;1029,1;983,4;0
11244;"Bad Gleichenberg";280;"24-02-2022";"02:00";-2,7;-5,5;82;355;4,3;324;6,8;0;1029;994,5;0
11265;"Villacher Alpe";2140;"24-02-2022";"02:00";-3,3;-10;60;235;54,4;238;58,3;0;;787,9;0
11331;"Klagenfurt/Flughafen";447;"24-02-2022";"02:00";-1,9;-4,7;83;307;1,8;337;6,1;0;1030,2;973,6;0
11343;"Sonnblick";3105;"24-02-2022";"02:00";-9,2;-20;42;240;69,5;244;81,4;;;696,7;0
11389;"St. Pölten";270;"24-02-2022";"02:00";-0,2;-2,4;85;344;2,9;132;6,1;0;1026,1;992,3;0
11010;"Linz/Hörsching";298;"24-02-2022";"03:00";0,2;-2,5;82;90;9,4;;16,6;0;1023,8;984,7;0
11012;"Kremsmünster";383;"24-02-2022";"03:00";-0,9;-2,5;89;215;5,8;227;15,8;0;1023,9;975,3;0
11022;"Retz";320;"24-02-2022";"03:00";1;-3,3;73;25;9,4;45;12,2;0;1025,7;985,8;0
11035;"Wien/Hohe Warte";203;"24-02-2022";"03:00";1;-2;81;212;2,2;204;8,6;0;1026;999,9;0
11036;"Wien/Schwechat";183;"24-02-2022";"03:00";-1,3;-5,2;75;170;7,6;;20,5;0;1026,7;1003,4;0
11101;"Bregenz";424;"24-02-2022";"03:00";3,4;1,2;84;148;11,9;132;19,4;0;1023,2;969,8;0
11121;"Innsbruck";579;"24-02-2022";"03:00";1,3;-2;79;283;22;265;35,6;0;1025,7;954,3;0
11126;"Patscherkofel";2247;"24-02-2022";"03:00";-2,1;-11,8;48;167;71,3;167;100,8;0;;775,8;0
11130;"Kufstein";495;"24-02-2022";"03:00";-0,4;-2,1;89;43;0,4;269;12,2;0;1025,7;964,9;0
11150;"Salzburg";430;"24-02-2022";"03:00";-0,9;-3,6;82;320;3,6;;18,4;0;1024,7;969,4;0
11155;"Feuerkogel";1618;"24-02-2022";"03:00";4;-20,5;15;203;33,1;201;52,6;0;;838,6;0
11157;"Aigen im Ennstal";640;"24-02-2022";"03:00";-3,4;-4,2;94;278;3,2;272;11,2;0;1028,9;948,1;0
11171;"Mariazell";866;"24-02-2022";"03:00";-5,1;-6,8;89;136;9;134;20,5;0;1028,4;922,2;0
11190;"Eisenstadt";184;"24-02-2022";"03:00";0,8;-2,3;80;299;6,5;350;15,1;0;1026,4;1003,5;0
11204;"Lienz";659;"24-02-2022";"03:00";-2,5;-6,1;77;326;2,9;30;5,8;0;1030,7;948,1;0
11240;"Graz/Flughafen";340;"24-02-2022";"03:00";-3,4;-5,8;83;220;3,6;;9,4;0;1028,8;982,8;0
11244;"Bad Gleichenberg";280;"24-02-2022";"03:00";-2,7;-5,3;83;165;1,8;177;6,8;0;1028,2;993,8;0
11265;"Villacher Alpe";2140;"24-02-2022";"03:00";-3,3;-10;60;238;61,6;239;64,4;0;;787,3;0
11331;"Klagenfurt/Flughafen";447;"24-02-2022";"03:00";-2,2;-5;83;299;2,9;307;7,6;0;1029,8;973,1;0
11343;"Sonnblick";3105;"24-02-2022";"03:00";-9;-20,6;39;241;56,9;249;77,8;;;696,5;0
