"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"11-10-2022";"00:00";13,2;11,5;90;270;3,6;;7,6;0;1021,2;984,1;0
11012;"Kremsmünster";383;"11-10-2022";"00:00";13,7;11,1;84;231;15,5;226;21,2;0;1021,1;975,2;0
11022;"Retz";320;"11-10-2022";"00:00";12,3;8,1;75;39;5;29;6,8;0;1020,8;982,7;0
11035;"Wien/Hohe Warte";203;"11-10-2022";"00:00";12,1;9,3;83;257;8,3;;10,1;0;1021;996;0
11036;"Wien/Schwechat";183;"11-10-2022";"00:00";11,7;8;78;140;9,4;;16,6;0;1021,2;999,2;0
11101;"Bregenz";424;"11-10-2022";"00:00";15,3;10,9;76;138;17,6;151;30,6;0;1021,3;970,3;0
11121;"Innsbruck";579;"11-10-2022";"00:00";12,4;12,2;99;276;6,1;253;12,6;0;1023,5;955,1;0
11126;"Patscherkofel";2247;"11-10-2022";"00:00";3,6;2,1;90;333;14,8;319;24,8;0;;781;0
11130;"Kufstein";495;"11-10-2022";"00:00";13,1;11,8;92;271;5,4;269;15,5;0;1022,4;964,7;0
11150;"Salzburg";430;"11-10-2022";"00:00";13,4;12,7;95;160;5,4;;7,6;0;1021,4;969,2;0
11155;"Feuerkogel";1618;"11-10-2022";"00:00";8,5;8,1;98;324;15,5;312;36,7;0;;842,5;0
11157;"Aigen im Ennstal";640;"11-10-2022";"00:00";10,3;9,3;94;291;1,4;248;7,2;0;1023;946,6;0
11171;"Mariazell";866;"11-10-2022";"00:00";9,2;7,6;90;130;10,8;128;15,1;0;1022,6;922,3;0
11190;"Eisenstadt";184;"11-10-2022";"00:00";10,6;9;91;1;10,8;44;15,5;0;1020,8;998,8;0
11204;"Lienz";659;"11-10-2022";"00:00";9;7,9;93;166;1,1;312;5;0;1024,1;945,4;0
11240;"Graz/Flughafen";340;"11-10-2022";"00:00";10,1;9,5;96;280;5,4;;5,4;0;1022,2;978,8;0
11244;"Bad Gleichenberg";280;"11-10-2022";"00:00";8,7;8,3;96;25;0,4;340;7,2;0;1022,5;989,7;0
11265;"Villacher Alpe";2140;"11-10-2022";"00:00";5,4;2,7;83;19;14;22;16,6;0;;789,6;0
11331;"Klagenfurt/Flughafen";447;"11-10-2022";"00:00";9,7;9,2;97;305;6,5;299;10,4;0;1023,5;969,6;0
11343;"Sonnblick";3105;"11-10-2022";"00:00";-0,6;-1,2;100;20;13,3;9;27;;;701,6;0
