"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"31-03-2026";"00:00";3,1;0,9;86;270;25,9;;31,3;0;1017,9;979,5;0
11012;"Kremsmünster";383;"31-03-2026";"00:00";2,8;0;81;251;24,1;;41,4;0;1018,2;970,5;0
11022;"Retz";320;"31-03-2026";"00:00";4;0,3;78;284;16,6;285;26,6;0;1014,9;975,9;0
11035;"Wien/Hohe Warte";203;"31-03-2026";"00:00";5,8;0,4;69;297;21,6;308;42,1;0;1013,8;988,4;0
11036;"Wien/Schwechat";183;"31-03-2026";"00:00";5,9;0,4;68;310;27,7;;40,7;0;1013,7;991,3;0
11101;"Bregenz";424;"31-03-2026";"00:00";2,7;1,7;94;277;5,8;265;19,4;1,1;1021,9;968,5;0
11121;"Innsbruck";579;"31-03-2026";"00:00";0,6;-0,6;92;75;10,8;67;21,2;0,5;1021;949,7;0
11126;"Patscherkofel";2247;"31-03-2026";"00:00";-10,1;-11,7;90;331;32,8;340;46,1;1,8;;768,4;0
11130;"Kufstein";495;"31-03-2026";"00:00";0,3;-0,2;98;325;1,1;13;7,2;3,9;1021,1;960,7;0
11150;"Salzburg";430;"31-03-2026";"00:00";2,5;0;84;350;5,4;;9,4;0;1019,8;965,5;0
11155;"Feuerkogel";1618;"31-03-2026";"00:00";-5,7;-6,3;96;317;35,6;308;59;0;;831,8;0
11157;"Aigen im Ennstal";640;"31-03-2026";"00:00";1,5;-1,6;80;222;8,3;247;31;0;1018,2;939,6;0
11171;"Mariazell";866;"31-03-2026";"00:00";0,6;-3,7;73;306;21,6;332;40,3;0;1016,5;913,7;0
11190;"Eisenstadt";184;"31-03-2026";"00:00";6,2;0,4;67;295;16,2;304;40,3;0;1013;990,8;0
11204;"Lienz";659;"31-03-2026";"00:00";3,2;-6;51;279;18;274;40,7;0;1016,7;936,8;0
11240;"Graz/Flughafen";340;"31-03-2026";"00:00";4,7;-3,7;54;350;9,4;;13;0;1014;970;0
11244;"Bad Gleichenberg";280;"31-03-2026";"00:00";1,5;-0,3;88;36;1,1;312;4;0;1014,1;980,7;0
11265;"Villacher Alpe";2140;"31-03-2026";"00:00";-9;-13;74;352;38,5;351;44,6;0;;775,4;0
11331;"Klagenfurt/Flughafen";447;"31-03-2026";"00:00";-0,1;-4,8;71;0;0;300;10,1;0;1015,8;960,3;0
11343;"Sonnblick";3105;"31-03-2026";"00:00";-15,9;-17,6;88;9;43,9;13;65,9;;;684,1;0
11389;"St. Pölten";270;"31-03-2026";"00:00";3,8;1,1;83;241;21,6;244;40;0;1016,2;983,2;0
11010;"Linz/Hörsching";298;"31-03-2026";"01:00";2,9;0,7;86;270;20,5;;35,3;0;1018,3;979,8;0
11012;"Kremsmünster";383;"31-03-2026";"01:00";2,9;0,1;82;;19,8;252;38,9;0;1018,5;970,8;0
11022;"Retz";320;"31-03-2026";"01:00";4;0,5;78;297;24,1;299;39,2;0;1014,9;975,9;0
11035;"Wien/Hohe Warte";203;"31-03-2026";"01:00";5,5;0,4;70;303;27,7;307;45,7;0;1014,2;988,8;0
11036;"Wien/Schwechat";183;"31-03-2026";"01:00";5,6;0,3;69;310;29,5;;44,3;0;1013,8;991,4;0
11101;"Bregenz";424;"31-03-2026";"01:00";1,9;1,2;96;39;3,2;336;24,5;1,8;1022,3;968,7;0
11121;"Innsbruck";579;"31-03-2026";"01:00";1;-0,8;88;357;6,5;21;20,5;2,3;1021;949,8;0
11126;"Patscherkofel";2247;"31-03-2026";"01:00";-9,9;-11,5;90;332;28,8;325;42,5;2,1;;768,5;0
11130;"Kufstein";495;"31-03-2026";"01:00";0,4;0;98;354;2,2;52;6,5;0,1;1021,3;960,9;0
11150;"Salzburg";430;"31-03-2026";"01:00";2,6;-0,3;82;320;11,2;;16,6;0;1019,9;965,6;0
11155;"Feuerkogel";1618;"31-03-2026";"01:00";-5,6;-6,3;96;317;36,4;321;62,6;0,3;;831,5;0
11157;"Aigen im Ennstal";640;"31-03-2026";"01:00";0,8;-0,9;89;243;2,9;228;27;0;1018,5;939,7;0
11171;"Mariazell";866;"31-03-2026";"01:00";0,4;-3,1;78;307;22,3;336;37,1;0;1016,6;913,7;0
11190;"Eisenstadt";184;"31-03-2026";"01:00";5,9;0,2;67;289;22,7;305;46,1;0;1013;990,8;0
11204;"Lienz";659;"31-03-2026";"01:00";2,1;-6;55;68;2,5;260;38,2;0;1016,9;936,7;0
11240;"Graz/Flughafen";340;"31-03-2026";"01:00";2,3;-3,3;66;20;9,4;;14,8;0;1014,5;970,1;0
11244;"Bad Gleichenberg";280;"31-03-2026";"01:00";0,8;-0,8;89;337;4;332;7,9;0;1014,4;980,9;0
11265;"Villacher Alpe";2140;"31-03-2026";"01:00";-9,3;-12,9;75;357;38,9;352;50;0;;775,2;0
11331;"Klagenfurt/Flughafen";447;"31-03-2026";"01:00";-0,2;-4,9;71;313;2,9;307;11,5;0;1015,8;960,3;0
11343;"Sonnblick";3105;"31-03-2026";"01:00";-15,8;-17,5;88;10;42,5;13;70,6;;;684,1;0
11389;"St. Pölten";270;"31-03-2026";"01:00";3,6;0,8;82;236;16,2;247;35,3;0;1016,3;983,3;0
