"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"15-04-2024";"01:00";13,1;9,2;77;0;1,8;;5,4;0,1;1015,3;978,4;0
11012;"Kremsmünster";383;"15-04-2024";"01:00";16,2;9,5;65;216;18,4;225;23,8;0;1014,9;969,6;0
11022;"Retz";320;"15-04-2024";"01:00";16,5;8,3;59;234;11,5;301;23;0;1014,9;977,6;0
11035;"Wien/Hohe Warte";203;"15-04-2024";"01:00";16,6;9,5;62;145;1,1;302;20,5;0;1014,5;990,1;0
11036;"Wien/Schwechat";183;"15-04-2024";"01:00";14,7;8,6;67;180;13;;20,5;0;1014,9;993,2;0
11101;"Bregenz";424;"15-04-2024";"01:00";17;8,8;59;119;11,5;91;19,1;0;1015,6;965,1;0
11121;"Innsbruck";579;"15-04-2024";"01:00";11,9;6,9;71;267;9,7;269;12,6;0;1018;949,8;0
11126;"Patscherkofel";2247;"15-04-2024";"01:00";7,9;4,4;79;171;42,5;174;58;0;;779;0
11130;"Kufstein";495;"15-04-2024";"01:00";12,7;6,9;68;269;4;248;9;0;1016,7;959,2;0
11150;"Salzburg";430;"15-04-2024";"01:00";14,5;8;65;160;11,2;;14,8;0;1015,4;963,6;0
11155;"Feuerkogel";1618;"15-04-2024";"01:00";12,5;1,5;47;230;24,5;229;40;0;;839,6;0
11157;"Aigen im Ennstal";640;"15-04-2024";"01:00";11,9;6,4;70;149;2,2;253;9;0;1018;942,3;0
11171;"Mariazell";866;"15-04-2024";"01:00";11;7,1;76;143;11,2;147;16,6;0;1017,6;918,4;0
11190;"Eisenstadt";184;"15-04-2024";"01:00";17,4;10,1;62;326;7,2;313;18,7;0;1014;992,7;0
11204;"Lienz";659;"15-04-2024";"01:00";11,6;8,6;81;89;0,7;293;5;0;1019,5;941,9;0
11240;"Graz/Flughafen";340;"15-04-2024";"01:00";15,1;11,1;77;270;3,6;;9,4;0;1015,2;972,8;0
11244;"Bad Gleichenberg";280;"15-04-2024";"01:00";14,5;11,3;80;149;2,5;68;7,9;0;1015,1;983,2;0
11265;"Villacher Alpe";2140;"15-04-2024";"01:00";7,3;7,3;100;242;48,2;241;54,4;0;;788;0
11331;"Klagenfurt/Flughafen";447;"15-04-2024";"01:00";21;11,3;54;257;15,1;263;32,4;0;1015,5;964,1;0
11343;"Sonnblick";3105;"15-04-2024";"01:00";1,8;-4,1;66;251;39,2;253;50;;;701,6;0
11389;"St. Pölten";270;"15-04-2024";"01:00";14;10,6;80;197;5,8;192;7,2;0;1015,2;983,5;0
11010;"Linz/Hörsching";298;"15-04-2024";"04:00";10,3;8,9;91;160;3,6;;7,6;0;1012,7;975,5;0
11012;"Kremsmünster";383;"15-04-2024";"04:00";13;9,2;78;219;2,9;223;10,1;0;1012,5;966,8;0
11022;"Retz";320;"15-04-2024";"04:00";17,6;7,9;53;236;1,4;284;6,8;0;1011,5;974,4;0
11035;"Wien/Hohe Warte";203;"15-04-2024";"04:00";14,7;9,5;71;246;3,6;216;8,3;0;1011,7;987,2;0
11036;"Wien/Schwechat";183;"15-04-2024";"04:00";12,3;9,3;82;180;7,6;;11,2;0,1;1012,3;990,5;0
11101;"Bregenz";424;"15-04-2024";"04:00";19;6,3;44;120;18,4;107;33,1;0;1013,1;963;0
11121;"Innsbruck";579;"15-04-2024";"04:00";11,1;5,9;71;266;3,6;277;14,8;0;1016;947,7;0
11126;"Patscherkofel";2247;"15-04-2024";"04:00";7,1;3,2;77;173;27,4;165;51,1;0;;777,3;0
11130;"Kufstein";495;"15-04-2024";"04:00";11,8;6,8;72;105;1,4;256;16,9;0;1015;957,4;0
11150;"Salzburg";430;"15-04-2024";"04:00";14,1;7,5;64;140;13;;31,3;0;1012,8;961;0
11155;"Feuerkogel";1618;"15-04-2024";"04:00";11,9;1,4;49;207;25,6;225;37,4;0;;837;0
11157;"Aigen im Ennstal";640;"15-04-2024";"04:00";8,4;6;85;204;2,5;222;7,6;0;1016,6;940,1;0
11171;"Mariazell";866;"15-04-2024";"04:00";9,4;6,5;82;125;10,8;127;18,7;0;1015;915,5;0
11190;"Eisenstadt";184;"15-04-2024";"04:00";16,1;10,1;68;348;4,3;276;11,9;0;1011,8;990,4;0
11204;"Lienz";659;"15-04-2024";"04:00";10,7;7,1;79;103;1,1;315;7,2;0;1018;940,2;0
11240;"Graz/Flughafen";340;"15-04-2024";"04:00";12,5;9,5;82;0;1,8;;3,6;0;1013,7;971;0
11244;"Bad Gleichenberg";280;"15-04-2024";"04:00";12,6;10,8;88;344;2,5;336;4,3;0;1013,7;981,6;0
11265;"Villacher Alpe";2140;"15-04-2024";"04:00";6,4;6,4;100;243;58;246;67,3;0;;785,9;0
11331;"Klagenfurt/Flughafen";447;"15-04-2024";"04:00";13,9;8,8;72;191;0,7;142;11,9;0;1015,1;962,4;0
11343;"Sonnblick";3105;"15-04-2024";"04:00";0,6;-1,8;85;265;35,3;260;55,1;;;699,3;0
11389;"St. Pölten";270;"15-04-2024";"04:00";12,7;10,1;84;236;1,8;252;6,8;0;1012,1;980,3;0
11010;"Linz/Hörsching";298;"15-04-2024";"05:00";10,5;9,2;92;0;1,8;;7,6;0,1;1012,1;974,9;0
11012;"Kremsmünster";383;"15-04-2024";"05:00";14;8,6;70;200;10,1;211;14,4;0;1011,5;966;0
11022;"Retz";320;"15-04-2024";"05:00";13,9;8,4;70;43;5,4;38;10,4;0;1011;973,5;0
11035;"Wien/Hohe Warte";203;"15-04-2024";"05:00";14,4;9,5;72;286;2,2;258;9,7;0;1010,5;986;0
11036;"Wien/Schwechat";183;"15-04-2024";"05:00";12,3;9,5;83;170;13;;16,6;0,1;1011,2;989,4;0
11101;"Bregenz";424;"15-04-2024";"05:00";18,5;7,4;48;133;10,4;116;28,4;0;1012,6;962,5;0
11121;"Innsbruck";579;"15-04-2024";"05:00";10,6;6,1;74;267;0,4;232;7,9;0;1015,3;946,9;0
11126;"Patscherkofel";2247;"15-04-2024";"05:00";6,8;3,1;78;171;32,8;161;53,3;0;;776,3;0
11130;"Kufstein";495;"15-04-2024";"05:00";11,6;6,8;73;249;4,7;282;12,2;0;1014,2;956,6;0
11150;"Salzburg";430;"15-04-2024";"05:00";14,9;7,2;60;150;16,6;;33,5;0;1012,1;960,5;0
11155;"Feuerkogel";1618;"15-04-2024";"05:00";12,2;2,2;50;265;5,8;201;29,5;0;;836,5;0
11157;"Aigen im Ennstal";640;"15-04-2024";"05:00";8,5;6,1;86;90;1,1;210;8,3;0;1015,5;939,1;0
11171;"Mariazell";866;"15-04-2024";"05:00";9,7;6,6;81;124;7,2;133;17,3;0;1013,9;914,6;0
11190;"Eisenstadt";184;"15-04-2024";"05:00";15;10,3;74;28;7,6;2;15,1;0;1010,7;989,3;0
11204;"Lienz";659;"15-04-2024";"05:00";10,6;6,7;77;263;5;265;11,2;0;1017,5;939,7;0
11240;"Graz/Flughafen";340;"15-04-2024";"05:00";12,5;10,6;88;0;1,8;;5,4;0;1013;970,3;0
11244;"Bad Gleichenberg";280;"15-04-2024";"05:00";12,5;10,9;89;46;1,1;351;5,8;0;1012,9;980,8;0
11265;"Villacher Alpe";2140;"15-04-2024";"05:00";6,1;6;100;252;64,8;248;75,6;0;;785,4;0
11331;"Klagenfurt/Flughafen";447;"15-04-2024";"05:00";13,2;8,7;75;0;0;326;7,6;0;1014,7;961,9;0
11343;"Sonnblick";3105;"15-04-2024";"05:00";0,3;-1,3;90;258;33,8;270;52,2;;;698,7;0
11389;"St. Pölten";270;"15-04-2024";"05:00";12,6;9,8;83;229;6,8;235;10,4;0;1010,9;979,1;0
11010;"Linz/Hörsching";298;"15-04-2024";"06:00";10,8;9;88;280;3,6;;5,4;0,1;1011,7;974,6;0
11012;"Kremsmünster";383;"15-04-2024";"06:00";13,7;8,6;72;236;5;225;15,8;0;1011,3;965,8;0
11022;"Retz";320;"15-04-2024";"06:00";12,9;8,2;73;250;5;246;6,8;0;1010,6;973;0
11035;"Wien/Hohe Warte";203;"15-04-2024";"06:00";14,4;9,7;73;242;4,3;251;7,9;0;1010;985,5;0
11036;"Wien/Schwechat";183;"15-04-2024";"06:00";13,2;9,6;79;180;9,4;;16,6;0;1010,3;988,6;0
11101;"Bregenz";424;"15-04-2024";"06:00";16,2;9,5;65;81;4,7;128;20,5;0;1013,5;963;0
11121;"Innsbruck";579;"15-04-2024";"06:00";11,2;6,1;72;258;1,4;158;10,4;0;1014,2;946;0
11126;"Patscherkofel";2247;"15-04-2024";"06:00";6,7;3;78;172;40;171;54,4;0;;775,4;0
11130;"Kufstein";495;"15-04-2024";"06:00";11,2;7;75;274;4,7;272;15,5;0;1013,4;955,8;0
11150;"Salzburg";430;"15-04-2024";"06:00";14,1;7,3;64;160;16,6;;33,5;0;1011,9;960,2;0
11155;"Feuerkogel";1618;"15-04-2024";"06:00";13,3;1,3;44;295;14;276;42,1;0;;836,2;0
11157;"Aigen im Ennstal";640;"15-04-2024";"06:00";8,6;6,1;85;278;1,4;240;4;0;1015;938,7;0
11171;"Mariazell";866;"15-04-2024";"06:00";8,6;6,2;84;139;5;127;17,6;0;1013,9;914,2;0
11190;"Eisenstadt";184;"15-04-2024";"06:00";15,3;9,7;69;336;7,2;351;15,5;0;1010,1;988,7;0
