"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"27-01-2025";"00:00";-1,2;-1,2;100;160;3,6;;9,4;0;1011,7;972,9;0
11012;"Kremsmünster";383;"27-01-2025";"00:00";1,2;0,6;97;216;8,3;224;19,1;0;1011,1;963,5;0
11022;"Retz";320;"27-01-2025";"00:00";4,6;1,2;79;33;7,6;29;9,4;0;1012,5;973,7;0
11035;"Wien/Hohe Warte";203;"27-01-2025";"00:00";8,2;3,2;70;186;12,2;191;18,7;0;1012,1;987;0
11036;"Wien/Schwechat";183;"27-01-2025";"00:00";3,4;1,4;87;160;5,4;;9,4;0;1013,2;990,7;0
11101;"Bregenz";424;"27-01-2025";"00:00";8,4;-3,1;44;99;9,7;64;27;0;1006,2;954,6;0
11121;"Innsbruck";579;"27-01-2025";"00:00";1,3;0,2;93;296;15,1;284;27,4;0;1013,2;942,7;0
11126;"Patscherkofel";2247;"27-01-2025";"00:00";-3,7;-7,4;76;168;97,6;169;119,9;0;;764,4;0
11130;"Kufstein";495;"27-01-2025";"00:00";3,1;1,3;88;258;8,3;271;30,2;0;1011,1;951,9;0
11150;"Salzburg";430;"27-01-2025";"00:00";3,7;0,1;77;160;14,8;;25,9;0;1009,8;956,2;0
11155;"Feuerkogel";1618;"27-01-2025";"00:00";1,8;-5,7;58;200;29,5;204;47,2;0;;829,3;0
11157;"Aigen im Ennstal";640;"27-01-2025";"00:00";-1,1;-1,8;96;275;2,9;267;9,4;0;1015,6;936,5;0
11171;"Mariazell";866;"27-01-2025";"00:00";-0,4;-1,5;93;149;7,2;136;11,2;0;1014,2;911,3;0
11190;"Eisenstadt";184;"27-01-2025";"00:00";4,2;2,6;90;301;7,2;355;14,4;0;1013,2;990,8;0
11204;"Lienz";659;"27-01-2025";"00:00";0,6;0;97;326;4,7;343;6,8;0;1017,7;937,1;0
11240;"Graz/Flughafen";340;"27-01-2025";"00:00";1,8;1,7;99;0;1,8;;7,6;0;1014,3;969,9;0
11244;"Bad Gleichenberg";280;"27-01-2025";"00:00";2,9;2,3;96;1;3,2;342;6,5;0;1014,2;980,9;0
11265;"Villacher Alpe";2140;"27-01-2025";"00:00";-2,6;-2,8;99;245;65,2;248;78,1;0;;778,6;0
11331;"Klagenfurt/Flughafen";447;"27-01-2025";"00:00";1,9;1,2;96;309;2,5;306;9;0;1016,3;961,2;0
11343;"Sonnblick";3105;"27-01-2025";"00:00";-9,4;-11,5;86;218;69,1;233;87,5;;;687;0
11389;"St. Pölten";270;"27-01-2025";"00:00";2,1;0,8;91;267;2,5;207;6,5;0;1011,9;978,9;0
11010;"Linz/Hörsching";298;"27-01-2025";"01:00";-1,6;-1,7;99;330;5,4;;7,6;;1010,9;972,1;0
11012;"Kremsmünster";383;"27-01-2025";"01:00";0,7;0,3;97;290;2,2;226;20,9;0;1010,3;962,6;0
11022;"Retz";320;"27-01-2025";"01:00";5;1,2;77;26;8,3;26;12,2;0;1011,7;972,9;0
11035;"Wien/Hohe Warte";203;"27-01-2025";"01:00";6,5;3;78;168;7,6;167;17,3;0;1011,2;986;0
11036;"Wien/Schwechat";183;"27-01-2025";"01:00";4,6;2,7;88;120;9,4;;13;;1011,7;989,3;0
11101;"Bregenz";424;"27-01-2025";"01:00";8,6;-2,6;46;101;12,2;66;29,5;0;1004,5;953;0
11121;"Innsbruck";579;"27-01-2025";"01:00";0,8;-0,3;93;284;23;282;26,6;0;1012,5;941,9;0
11126;"Patscherkofel";2247;"27-01-2025";"01:00";-3,9;-7,9;74;167;101,2;166;129,6;0;;764,2;0
11130;"Kufstein";495;"27-01-2025";"01:00";2,9;1;88;262;9,4;231;22,3;0;1010,3;951,1;0
11150;"Salzburg";430;"27-01-2025";"01:00";4,5;0,2;74;150;14,8;;24,1;;1008,2;954,9;0
11155;"Feuerkogel";1618;"27-01-2025";"01:00";2,5;-6,3;52;189;32;176;42,8;0;;828,2;0
11157;"Aigen im Ennstal";640;"27-01-2025";"01:00";-2,3;-2,7;98;23;1,4;229;7,6;0;1014,8;935,4;0
11171;"Mariazell";866;"27-01-2025";"01:00";-0,1;-0,7;96;119;5,4;137;13;0;1012,9;910,2;0
11190;"Eisenstadt";184;"27-01-2025";"01:00";3,8;2,3;91;358;5,8;12;15,1;0;1011,9;989,5;0
