"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"09-04-2026";"00:00";6,6;-3,6;48;80;13;;14,8;0;1025,9;987,6;0
11012;"Kremsmünster";383;"09-04-2026";"00:00";6,1;-2,6;54;148;1,8;69;9,7;0;1025,9;978,4;0
11022;"Retz";320;"09-04-2026";"00:00";3,7;-1,9;67;340;6,8;22;9;0;1027,6;988;0
11035;"Wien/Hohe Warte";203;"09-04-2026";"00:00";5,4;-1,8;60;13;13,3;21;27,7;0;1026,3;1000,6;0
11036;"Wien/Schwechat";183;"09-04-2026";"00:00";4;-2,1;65;360;13;;24,1;0;1026,5;1003,7;0
11101;"Bregenz";424;"09-04-2026";"00:00";9,9;5,7;76;63;5,4;61;7,6;0;1022,4;970,3;0
11121;"Innsbruck";579;"09-04-2026";"00:00";9,2;1,7;59;23;0,7;312;6,5;0;1023,8;954,5;0
11126;"Patscherkofel";2247;"09-04-2026";"00:00";2,2;-1,1;79;2;15,8;355;30,6;0;;779,6;0
11130;"Kufstein";495;"09-04-2026";"00:00";7,4;1;64;9;3,6;48;10,4;0;1024,6;965,5;0
11150;"Salzburg";430;"09-04-2026";"00:00";3,4;-1,6;70;160;3,6;;9,4;0;1025,7;971,2;0
11155;"Feuerkogel";1618;"09-04-2026";"00:00";0,1;-9,1;50;330;6,5;333;12,2;0;;841,4;0
11157;"Aigen im Ennstal";640;"09-04-2026";"00:00";3,8;-3,9;58;194;2,5;95;10,1;0;1026,2;947,6;0
11171;"Mariazell";866;"09-04-2026";"00:00";-0,3;-4,9;72;51;1,4;71;5,4;0;1027,9;923,6;0
11190;"Eisenstadt";184;"09-04-2026";"00:00";5;-1,9;61;302;2,9;303;16,6;0;1026,2;1003,6;0
11204;"Lienz";659;"09-04-2026";"00:00";11,6;0,7;47;174;2,5;180;15,5;0;1020,5;942,7;0
11240;"Graz/Flughafen";340;"09-04-2026";"00:00";3,9;-2,4;63;100;9,4;;13;0;1025,7;981,1;0
11244;"Bad Gleichenberg";280;"09-04-2026";"00:00";8,1;-2,6;48;24;7,2;23;19,1;0;1025;992;0
11265;"Villacher Alpe";2140;"09-04-2026";"00:00";2,2;-4,6;61;335;33,1;336;37,8;0;;786,7;0
11331;"Klagenfurt/Flughafen";447;"09-04-2026";"00:00";9,7;-3,9;38;108;15,1;111;35,6;0;1022,8;968,8;0
11343;"Sonnblick";3105;"09-04-2026";"00:00";-5,1;-11,5;61;334;34,9;301;74,2;;;698,1;0
11389;"St. Pölten";270;"09-04-2026";"00:00";5,5;-1,6;60;49;8,6;54;19,1;0;1027,3;994,1;0
11010;"Linz/Hörsching";298;"09-04-2026";"01:00";5,4;-3,2;54;80;9,4;;20,5;0;1026,2;987,8;0
11012;"Kremsmünster";383;"09-04-2026";"01:00";5,1;-2,6;57;40;5;34;9,4;0;1026,1;978,4;0
11022;"Retz";320;"09-04-2026";"01:00";4;-1,8;66;332;6,8;334;7,9;0;1027,2;987,7;0
11035;"Wien/Hohe Warte";203;"09-04-2026";"01:00";5,3;-2,2;58;352;11,9;359;24,1;0;1026,3;1000,5;0
11036;"Wien/Schwechat";183;"09-04-2026";"01:00";3,1;-2;70;320;13;;18,4;0;1026,5;1003,6;0
11101;"Bregenz";424;"09-04-2026";"01:00";8,8;5,6;80;63;6,1;63;7,6;0;1022,6;970,3;0
11121;"Innsbruck";579;"09-04-2026";"01:00";6,7;0,9;65;164;2,2;314;11,2;0;1024,5;954,5;0
11126;"Patscherkofel";2247;"09-04-2026";"01:00";2,1;-3,2;69;349;22;353;32;0;;779,5;0
11130;"Kufstein";495;"09-04-2026";"01:00";6,5;1,2;69;4;4;328;9;0;1024,8;965,5;0
11150;"Salzburg";430;"09-04-2026";"01:00";3,4;-1,7;69;180;7,6;;11,2;0;1025,7;971,2;0
11155;"Feuerkogel";1618;"09-04-2026";"01:00";0,4;-8,8;50;327;6,8;327;8,6;0;;841,2;0
11157;"Aigen im Ennstal";640;"09-04-2026";"01:00";3;-3,8;61;114;2,5;194;7,6;0;1026,8;947,9;0
11171;"Mariazell";866;"09-04-2026";"01:00";-1,7;-5,2;78;24;1,4;36;3,6;0;1028,5;923,6;0
11190;"Eisenstadt";184;"09-04-2026";"01:00";3,2;-1,7;71;248;3,2;331;13;0;1026,3;1003,6;0
11204;"Lienz";659;"09-04-2026";"01:00";9,2;0,8;56;175;1,1;89;10,4;0;1021,9;943,3;0
11240;"Graz/Flughafen";340;"09-04-2026";"01:00";4,8;-2,5;59;230;7,6;;13;0;1025,8;981,3;0
11244;"Bad Gleichenberg";280;"09-04-2026";"01:00";6,9;-2;54;44;6,8;93;20,5;0;1025,4;992,2;0
