"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"24-09-2025";"00:00";13,4;8,5;72;80;22,3;;35,3;0;1018,4;981,4;0
11012;"Kremsmünster";383;"24-09-2025";"00:00";12,7;7,2;69;92;36,7;94;52,2;0;1018,6;972,6;0
11022;"Retz";320;"24-09-2025";"00:00";12,1;6,6;70;27;18,4;35;34,9;0;1020,1;982;0
11035;"Wien/Hohe Warte";203;"24-09-2025";"00:00";13,1;8;72;25;10,8;360;22,7;0;1019,3;994,5;0
11036;"Wien/Schwechat";183;"24-09-2025";"00:00";12,5;8,4;76;340;14,8;;24,1;0;1019,5;997,6;0
11101;"Bregenz";424;"24-09-2025";"00:00";11,8;11,1;96;101;4;164;14,8;0,4;1016,9;965,5;0
11121;"Innsbruck";579;"24-09-2025";"00:00";13,3;10,7;84;330;4,3;75;13,3;0;1015,3;947,6;0
11126;"Patscherkofel";2247;"24-09-2025";"00:00";5,2;4,2;94;191;16,2;170;25,6;0;;775,4;0
11130;"Kufstein";495;"24-09-2025";"00:00";12,8;10,8;88;41;7,9;41;22,3;0;1015,8;958,4;0
11150;"Salzburg";430;"24-09-2025";"00:00";12,8;10,7;88;60;16,6;;25,9;0;1015,9;963,8;0
11155;"Feuerkogel";1618;"24-09-2025";"00:00";7,8;7,9;100;118;6,5;165;17,6;0;;837,5;0
11157;"Aigen im Ennstal";640;"24-09-2025";"00:00";12,2;10,7;90;49;15,8;41;29,5;0;1016,2;940,8;0
11171;"Mariazell";866;"24-09-2025";"00:00";9,1;7,3;90;43;9;47;21,6;0;1019,1;919,1;0
11190;"Eisenstadt";184;"24-09-2025";"00:00";13;9,1;78;326;15,5;338;31,3;0,1;1018,3;996,5;0
11204;"Lienz";659;"24-09-2025";"00:00";14;12,6;92;61;1,1;213;10,1;0,4;1016,8;940,1;0
11240;"Graz/Flughafen";340;"24-09-2025";"00:00";13,5;12,2;92;130;5,4;;11,2;0;1017,9;975,2;0
11244;"Bad Gleichenberg";280;"24-09-2025";"00:00";13,5;12,6;95;143;1,1;78;7,9;;1018,1;986;0
11265;"Villacher Alpe";2140;"24-09-2025";"00:00";5,9;5,5;98;141;6,8;144;8,6;0,1;;786,2;0
11331;"Klagenfurt/Flughafen";447;"24-09-2025";"00:00";15,1;14;94;313;4;334;7,2;0;1017;964,5;0
11343;"Sonnblick";3105;"24-09-2025";"00:00";0,2;0,2;100;194;29,9;198;42,1;;;698,2;0
11389;"St. Pölten";270;"24-09-2025";"00:00";12,8;7,6;71;48;8,6;34;30,2;0;1020;988;0
11010;"Linz/Hörsching";298;"24-09-2025";"01:00";13;8,3;73;90;14,8;;33,5;0;1018,9;981,8;0
11012;"Kremsmünster";383;"24-09-2025";"01:00";12,3;7,2;71;93;39,6;99;59,4;0;1018,6;972,5;0
11022;"Retz";320;"24-09-2025";"01:00";11,9;7;72;28;13,3;24;29,5;0;1020,3;982,2;0
11035;"Wien/Hohe Warte";203;"24-09-2025";"01:00";12,9;8;72;356;11,9;336;27,4;0;1019,5;994,6;0
11036;"Wien/Schwechat";183;"24-09-2025";"01:00";12,4;8,5;77;330;13;;22,3;0;1019,5;997,6;0
11101;"Bregenz";424;"24-09-2025";"01:00";11,9;11;95;116;3,6;129;11,2;0,3;1016,9;965,5;0
11121;"Innsbruck";579;"24-09-2025";"01:00";13,3;10,5;83;51;1,1;151;8,3;0;1015,6;947,9;0
11126;"Patscherkofel";2247;"24-09-2025";"01:00";4,8;4,3;97;179;26,6;176;36;0;;775,1;0
11130;"Kufstein";495;"24-09-2025";"01:00";12,7;10,6;88;41;11,5;60;23;0;1016,3;958,8;0
11150;"Salzburg";430;"24-09-2025";"01:00";13;8,9;76;40;16,6;;25,9;0;1016,4;964,3;0
11155;"Feuerkogel";1618;"24-09-2025";"01:00";7,4;7,5;100;140;10,1;119;15,8;0;;837,5;0
11157;"Aigen im Ennstal";640;"24-09-2025";"01:00";12,1;10,4;90;23;18,7;35;34,6;0;1016,2;940,8;0
11171;"Mariazell";866;"24-09-2025";"01:00";8,9;7;89;16;7,9;15;18,4;0;1019,3;919,2;0
11190;"Eisenstadt";184;"24-09-2025";"01:00";12,9;9;77;323;16,6;308;33,1;0;1018,3;996,5;0
11204;"Lienz";659;"24-09-2025";"01:00";13,7;12,6;94;87;4;82;7,2;0,4;1016,8;940;0
11240;"Graz/Flughafen";340;"24-09-2025";"01:00";13,5;12,1;91;130;3,6;;5,4;0;1017,8;975,1;0
11244;"Bad Gleichenberg";280;"24-09-2025";"01:00";13,3;11,8;91;88;3,2;46;8,3;;1018;985,9;0
11265;"Villacher Alpe";2140;"24-09-2025";"01:00";6;5,4;96;143;19,4;143;21,6;0,7;;785,7;0
11331;"Klagenfurt/Flughafen";447;"24-09-2025";"01:00";15,1;14,1;94;329;1,1;328;5,8;0;1016,7;964,2;0
11389;"St. Pölten";270;"24-09-2025";"01:00";12,6;7,7;72;44;13,7;41;25,6;0;1020;987,9;0
