"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"19-04-2024";"00:00";3,5;2,7;94;250;11,2;;29,5;1,9;1019,7;981,3;0
11012;"Kremsmünster";383;"19-04-2024";"00:00";3,4;2,1;92;267;9,4;244;32,8;0,5;1020,1;972,5;0
11022;"Retz";320;"19-04-2024";"00:00";3,7;-3,3;60;310;14;316;24,1;0;1017,4;978,2;0
11035;"Wien/Hohe Warte";203;"19-04-2024";"00:00";5,4;0,7;72;307;16,2;293;34,6;0;1016,8;991,3;0
11036;"Wien/Schwechat";183;"19-04-2024";"00:00";5;1;75;310;18,4;;29,5;0;1017;994,5;0
11101;"Bregenz";424;"19-04-2024";"00:00";3,6;2,5;93;116;6,1;130;10,4;0;1022,6;969,3;0
11121;"Innsbruck";579;"19-04-2024";"00:00";3,4;1,1;86;60;5,4;68;16,2;0;1021,7;951,1;0
11126;"Patscherkofel";2247;"19-04-2024";"00:00";-7,9;-9;94;334;20,5;326;41;0;;770,9;0
11130;"Kufstein";495;"19-04-2024";"00:00";3,3;2,2;93;127;0,4;275;8,6;0;1021,4;961,6;0
11150;"Salzburg";430;"19-04-2024";"00:00";2,4;1,7;95;150;9,4;;11,2;0;1021;966,6;0
11155;"Feuerkogel";1618;"19-04-2024";"00:00";-4,1;-4,8;96;320;26,6;274;45,4;0;;833,8;0
11157;"Aigen im Ennstal";640;"19-04-2024";"00:00";1,7;1;96;43;2,5;41;6,5;0;1020;941,4;0
11171;"Mariazell";866;"19-04-2024";"00:00";1;-1;87;352;7,2;24;13,3;0;1018,5;915,6;0
11190;"Eisenstadt";184;"19-04-2024";"00:00";5,7;1,5;74;301;16,9;301;31,7;0;1016,1;993,8;0
11204;"Lienz";659;"19-04-2024";"00:00";3,2;-2,5;66;100;4,3;313;11,5;0;1018,4;938,4;0
11240;"Graz/Flughafen";340;"19-04-2024";"00:00";2,4;-2,3;71;350;7,6;;18,4;0;1017,4;972,9;0
11244;"Bad Gleichenberg";280;"19-04-2024";"00:00";4,4;0;73;345;4,7;2;13;0;1016,9;983,7;0
11265;"Villacher Alpe";2140;"19-04-2024";"00:00";-7,1;-9,9;81;2;30,2;357;42,5;0;;778,2;0
11331;"Klagenfurt/Flughafen";447;"19-04-2024";"00:00";3,5;1,4;87;3;2,9;336;7,6;0;1017,9;963,1;0
11343;"Sonnblick";3105;"19-04-2024";"00:00";-11,5;-13,5;86;28;21,6;15;52,6;;;687,7;0
11389;"St. Pölten";270;"19-04-2024";"00:00";4,5;3;90;240;16,6;239;30,2;0;1018,1;985,1;0
11010;"Linz/Hörsching";298;"19-04-2024";"01:00";2,6;2;96;250;7,6;;18,4;0,1;1020,1;981,5;0
11012;"Kremsmünster";383;"19-04-2024";"01:00";2,5;1,6;94;233;13;301;25,6;1,7;1020,2;972,4;0
11022;"Retz";320;"19-04-2024";"01:00";3,1;-3,4;63;304;14,8;315;25,6;0;1017,7;978,4;0
11035;"Wien/Hohe Warte";203;"19-04-2024";"01:00";5,2;0,4;71;301;19,8;301;29,2;0;1016,9;991,4;0
11036;"Wien/Schwechat";183;"19-04-2024";"01:00";3,9;0,2;77;310;13;;24,1;0;1017,1;994,5;0
11101;"Bregenz";424;"19-04-2024";"01:00";3,9;3;95;114;4;89;7,6;0;1022,7;969,5;0
11121;"Innsbruck";579;"19-04-2024";"01:00";3,2;1,2;87;232;1,4;78;11,5;0;1022,1;951,4;0
11126;"Patscherkofel";2247;"19-04-2024";"01:00";-8;-9,2;93;337;19,4;319;29,9;0;;771,1;0
11130;"Kufstein";495;"19-04-2024";"01:00";3,1;2,1;94;199;1,8;169;5,8;0;1021,6;961,8;0
11150;"Salzburg";430;"19-04-2024";"01:00";2,5;2;96;140;7,6;;11,2;0;1021,1;966,7;0
11155;"Feuerkogel";1618;"19-04-2024";"01:00";-4,3;-4,9;96;310;27;328;58,7;0;;834,1;0
11157;"Aigen im Ennstal";640;"19-04-2024";"01:00";1,6;0,8;96;9;3,2;33;8,3;0;1020,2;941,5;0
11171;"Mariazell";866;"19-04-2024";"01:00";-0,4;-0,9;97;343;19,1;330;35,3;0,9;1019,3;915,9;0
11190;"Eisenstadt";184;"19-04-2024";"01:00";5,2;1,4;77;307;13,3;308;31;0;1016,4;994;0
11204;"Lienz";659;"19-04-2024";"01:00";2,8;-3,5;64;123;3,6;200;11,9;0;1018,9;938,8;0
11240;"Graz/Flughafen";340;"19-04-2024";"01:00";3,3;-1,1;73;210;3,6;;11,2;0;1017,3;972,9;0
11244;"Bad Gleichenberg";280;"19-04-2024";"01:00";2,8;0;81;335;6,5;353;10,8;0;1017,4;984;0
11265;"Villacher Alpe";2140;"19-04-2024";"01:00";-7,5;-10,2;81;1;27,7;353;42,1;0;;778,4;0
11331;"Klagenfurt/Flughafen";447;"19-04-2024";"01:00";2,6;0,8;89;16;2,9;295;7,9;0;1018,5;963,4;0
11343;"Sonnblick";3105;"19-04-2024";"01:00";-12,6;-15,4;80;23;28,4;16;46,4;;;687,6;0
11389;"St. Pölten";270;"19-04-2024";"01:00";3,9;2,7;92;237;16,9;234;27,7;0;1018,2;985,2;0
11010;"Linz/Hörsching";298;"19-04-2024";"02:00";3,2;2,4;95;240;7,6;;13;0;1019,8;981,3;0
11012;"Kremsmünster";383;"19-04-2024";"02:00";3,5;2,1;92;248;17,6;250;34,2;0;1019,7;972,1;0
11022;"Retz";320;"19-04-2024";"02:00";2,5;-3,5;65;295;19,8;290;24,8;0;1017,5;978,1;0
11035;"Wien/Hohe Warte";203;"19-04-2024";"02:00";4,5;0,7;77;298;15,8;313;28,4;0;1017,1;991,5;0
11036;"Wien/Schwechat";183;"19-04-2024";"02:00";3,4;-0,4;76;310;11,2;;18,4;0;1017,2;994,6;0
11101;"Bregenz";424;"19-04-2024";"02:00";4;3,2;95;95;2,5;154;8,3;0;1022,4;969,2;0
11121;"Innsbruck";579;"19-04-2024";"02:00";2,9;1,3;90;265;6,5;;14;0;1021,9;951,2;0
11126;"Patscherkofel";2247;"19-04-2024";"02:00";-8,3;-9,4;93;329;16,6;334;24,5;0;;770,9;0
11130;"Kufstein";495;"19-04-2024";"02:00";2,9;2,1;95;273;4,3;274;7,6;0;1021,2;961,4;0
11150;"Salzburg";430;"19-04-2024";"02:00";2,5;2;97;140;3,6;;13;0;1020,8;966,4;0
11155;"Feuerkogel";1618;"19-04-2024";"02:00";-4,2;-4,9;95;317;25,2;308;47,9;0;;834;0
11157;"Aigen im Ennstal";640;"19-04-2024";"02:00";1,9;0,2;89;249;1,8;32;8,3;0,1;1020;941,4;0
11171;"Mariazell";866;"19-04-2024";"02:00";-0,5;-1,6;93;25;5;329;33,8;0,4;1019,5;916;0
11190;"Eisenstadt";184;"19-04-2024";"02:00";5,1;1;75;308;16,9;310;29,9;0;1016,5;994,1;0
11204;"Lienz";659;"19-04-2024";"02:00";2,1;-3,5;67;66;2,9;246;12,6;0;1019,3;938,9;0
11240;"Graz/Flughafen";340;"19-04-2024";"02:00";1,6;-1,4;81;360;3,6;;7,6;0;1017,7;973,1;0
11244;"Bad Gleichenberg";280;"19-04-2024";"02:00";2,2;-0,4;82;335;6,8;328;9;0;1017,3;983,8;0
11265;"Villacher Alpe";2140;"19-04-2024";"02:00";-7,8;-9,9;85;355;27,4;358;32,4;0;;778,4;0
11331;"Klagenfurt/Flughafen";447;"19-04-2024";"02:00";1,6;-0,1;90;310;4,3;286;10,8;0;1018,8;963,5;0
11343;"Sonnblick";3105;"19-04-2024";"02:00";-12,2;-14;87;35;24,8;16;50;;;687,6;0
11389;"St. Pölten";270;"19-04-2024";"02:00";3,1;1,9;92;243;18,7;243;34,9;0;1018,6;985,5;0
11010;"Linz/Hörsching";298;"19-04-2024";"03:00";4,2;2,8;91;250;14,8;;22,3;0;1019,4;981,1;0
11012;"Kremsmünster";383;"19-04-2024";"03:00";3,5;2;90;251;20,9;246;31,7;0;1019,5;971,9;0
11022;"Retz";320;"19-04-2024";"03:00";2,2;-3,5;66;294;21,6;295;27,7;0;1017,5;978,1;0
11035;"Wien/Hohe Warte";203;"19-04-2024";"03:00";4;1,2;83;287;18,4;291;29,9;0;1017,1;991,5;0
11036;"Wien/Schwechat";183;"19-04-2024";"03:00";4,6;0,9;77;300;20,5;;29,5;0;1017,2;994,7;0
11101;"Bregenz";424;"19-04-2024";"03:00";4,1;2,8;91;139;13;138;17,6;0;1022,2;969;0
11121;"Innsbruck";579;"19-04-2024";"03:00";2,9;1;89;270;4,3;264;12,6;0;1021,6;950,9;0
11126;"Patscherkofel";2247;"19-04-2024";"03:00";-8,1;-9,2;93;310;21,6;321;28,8;0;;770,7;0
11130;"Kufstein";495;"19-04-2024";"03:00";3,2;1,8;91;261;4,3;241;10,4;0;1021;961,2;0
11150;"Salzburg";430;"19-04-2024";"03:00";2,7;2;95;150;9,4;;13;0;1020,6;966,3;0
11155;"Feuerkogel";1618;"19-04-2024";"03:00";-4,3;-5,1;95;309;22,7;310;41,8;0;;834;0
11157;"Aigen im Ennstal";640;"19-04-2024";"03:00";1,7;0;89;193;4,3;210;9,4;0;1020,2;941,5;0
11171;"Mariazell";866;"19-04-2024";"03:00";-0,7;-1,6;94;304;1,4;19;6,1;0;1019,5;915,9;0
11190;"Eisenstadt";184;"19-04-2024";"03:00";4,8;0,7;76;298;17,6;305;35,3;0;1016,7;994,3;0
11204;"Lienz";659;"19-04-2024";"03:00";0,8;-3,3;74;61;1,8;276;8,3;0;1019,5;938,8;0
11240;"Graz/Flughafen";340;"19-04-2024";"03:00";0,7;-1,6;85;350;7,6;;13;0;1018,1;973,3;0
11244;"Bad Gleichenberg";280;"19-04-2024";"03:00";1,8;-0,6;83;360;4;338;10,1;0;1017,8;984,3;0
11265;"Villacher Alpe";2140;"19-04-2024";"03:00";-8;-10,6;83;1;27,7;357;38,2;0;;778,2;0
11331;"Klagenfurt/Flughafen";447;"19-04-2024";"03:00";1;-0,6;91;326;5,4;1;9,7;0;1019;963,6;0
11343;"Sonnblick";3105;"19-04-2024";"03:00";-13,4;-16,4;78;17;31,3;43;54,4;;;687,4;0
11389;"St. Pölten";270;"19-04-2024";"03:00";2,8;1,7;92;237;18;;31,7;0;1018,6;985,4;0
11010;"Linz/Hörsching";298;"19-04-2024";"04:00";4,3;2,5;88;270;20,5;;25,9;0;1019,3;981;0
11012;"Kremsmünster";383;"19-04-2024";"04:00";3,3;1,8;91;251;18,4;248;32,8;0;1019,4;971,8;0
11022;"Retz";320;"19-04-2024";"04:00";2,2;-3,2;68;292;23,4;299;29,9;0;1017,4;978;0
11035;"Wien/Hohe Warte";203;"19-04-2024";"04:00";3,6;0,6;81;280;16,9;293;30,2;0;1017,2;991,5;0
11036;"Wien/Schwechat";183;"19-04-2024";"04:00";4;0,7;79;290;24,1;;31,3;0;1017,3;994,7;0
11101;"Bregenz";424;"19-04-2024";"04:00";4,3;2;85;140;6,5;137;16,9;0;1021,7;968,6;0
11121;"Innsbruck";579;"19-04-2024";"04:00";2;0,9;93;271;6,1;281;9,4;0;1021,6;950,7;0
11126;"Patscherkofel";2247;"19-04-2024";"04:00";-8,2;-9,4;92;325;24,5;316;31,7;0;;770,5;0
11130;"Kufstein";495;"19-04-2024";"04:00";3,2;1,9;92;268;7,2;274;12,2;0;1020,9;961,1;0
11150;"Salzburg";430;"19-04-2024";"04:00";2,8;2,1;95;140;7,6;;13;0;1020,4;966,1;0
11155;"Feuerkogel";1618;"19-04-2024";"04:00";-4,3;-5;95;303;11,5;289;35,3;0;;833,8;0
11157;"Aigen im Ennstal";640;"19-04-2024";"04:00";1;-0,5;90;235;3,6;168;16,2;0;1020,4;941,5;0
11171;"Mariazell";866;"19-04-2024";"04:00";0,2;-2,3;84;325;7,2;306;20,5;0;1019;915,8;0
11190;"Eisenstadt";184;"19-04-2024";"04:00";4,4;0,4;76;297;19,4;303;34,6;0;1016,7;994,3;0
11204;"Lienz";659;"19-04-2024";"04:00";0,7;-4,9;66;302;5,8;310;11,5;0;1019,9;939,1;0
11240;"Graz/Flughafen";340;"19-04-2024";"04:00";0,4;-1,7;86;330;3,6;;14,8;0;1018,5;973,6;0
11244;"Bad Gleichenberg";280;"19-04-2024";"04:00";3,3;-0,5;75;343;7,2;355;17,3;0;1017,7;984,4;0
11265;"Villacher Alpe";2140;"19-04-2024";"04:00";-8,3;-11;81;352;28,4;355;33,5;0;;778,4;0
11331;"Klagenfurt/Flughafen";447;"19-04-2024";"04:00";0,5;-1,1;91;343;3,6;302;10,8;0;1019,2;963,7;0
11343;"Sonnblick";3105;"19-04-2024";"04:00";-13,1;-15,4;82;22;20,9;34;48,6;;;687,4;0
11389;"St. Pölten";270;"19-04-2024";"04:00";2,6;1,4;92;242;20,9;242;32,8;0;1018,6;985,4;0
11010;"Linz/Hörsching";298;"19-04-2024";"05:00";4,1;2,4;89;250;14,8;;25,9;0;1018,8;980,5;0
11012;"Kremsmünster";383;"19-04-2024";"05:00";3,6;1,9;89;250;19,1;263;31;0;1019;971,4;0
11022;"Retz";320;"19-04-2024";"05:00";2,2;-2,3;72;280;15,8;291;29,2;0;1017,1;977,7;0
11035;"Wien/Hohe Warte";203;"19-04-2024";"05:00";3,2;0,4;82;280;15,5;278;30,6;0;1016,9;991,2;0
11036;"Wien/Schwechat";183;"19-04-2024";"05:00";3,5;0,4;80;300;16,6;;31,3;0;1017,2;994,6;0
