"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"21-05-2026";"00:00";12,9;12,1;95;250;11,2;;24,1;0;1027;989,6;0
11012;"Kremsmünster";383;"21-05-2026";"00:00";12,9;10,4;85;238;21,2;228;38,9;0;1027,3;981;0
11022;"Retz";320;"21-05-2026";"00:00";14,8;10,7;76;288;23,4;290;36;0;1024,4;986,5;0
11035;"Wien/Hohe Warte";203;"21-05-2026";"00:00";16,5;10,6;68;284;22,3;284;43,2;0;1023,5;998,9;0
11036;"Wien/Schwechat";183;"21-05-2026";"00:00";17;10,2;64;310;29,5;;44,3;0;1023,7;1002;0
11101;"Bregenz";424;"21-05-2026";"00:00";14,6;11,2;81;112;1,4;135;17,3;0;1028,4;976,9;0
11121;"Innsbruck";579;"21-05-2026";"00:00";12,5;10,8;89;287;0,7;138;17,6;0;1028,4;959,7;0
11126;"Patscherkofel";2247;"21-05-2026";"00:00";2,3;0,6;89;323;24,8;326;32,4;0;;784,6;0
11130;"Kufstein";495;"21-05-2026";"00:00";12,6;11,6;94;203;3,6;231;13,7;0,7;1029,3;971,1;0
11150;"Salzburg";430;"21-05-2026";"00:00";12,7;11;90;170;9,4;;14,8;0;1028,4;975,6;0
11155;"Feuerkogel";1618;"21-05-2026";"00:00";4,9;4,9;100;315;25,6;307;51,5;4,2;;846,8;0
11157;"Aigen im Ennstal";640;"21-05-2026";"00:00";11,4;8,9;85;35;2,9;32;15,5;0;1027,7;951,2;0
11171;"Mariazell";866;"21-05-2026";"00:00";11,4;7,4;76;307;7,2;301;21,2;0;1026,3;926,4;0
11190;"Eisenstadt";184;"21-05-2026";"00:00";17,2;10;63;302;15,8;298;36;0;1023;1001,5;0
11204;"Lienz";659;"21-05-2026";"00:00";13,3;5,7;60;16;5;14;10,4;0;1025,9;948,2;0
11240;"Graz/Flughafen";340;"21-05-2026";"00:00";17,5;6,9;50;310;11,2;;24,1;0;1023,8;981,4;0
11244;"Bad Gleichenberg";280;"21-05-2026";"00:00";12,8;8,4;74;318;4;344;9,7;0;1024,3;991,9;0
11265;"Villacher Alpe";2140;"21-05-2026";"00:00";3,4;1,5;88;6;23;355;28,1;0;;792,3;0
11331;"Klagenfurt/Flughafen";447;"21-05-2026";"00:00";12,4;9,8;85;329;5;348;10,1;0;1025,6;972,1;0
11343;"Sonnblick";3105;"21-05-2026";"00:00";-3,2;-3,2;100;11;22;334;45;;;703,5;0
11389;"St. Pölten";270;"21-05-2026";"00:00";14,8;11;78;238;15,5;235;38,5;0;1025,6;993,6;0
11010;"Linz/Hörsching";298;"21-05-2026";"01:00";12,7;11,6;93;250;11,2;;16,6;0;1027,4;990;0
11012;"Kremsmünster";383;"21-05-2026";"01:00";12,4;10,1;86;247;18;229;35,3;0;1027,5;981,1;0
