"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"04-10-2022";"00:00";8,3;6,4;88;240;13;;18,4;0;1026;988;0
11012;"Kremsmünster";383;"04-10-2022";"00:00";11;7,2;78;;11,2;252;22,7;0;1025,7;979,1;0
11022;"Retz";320;"04-10-2022";"00:00";11,7;7;73;267;12,2;263;26,6;0;1022,7;984,5;0
11035;"Wien/Hohe Warte";203;"04-10-2022";"00:00";13,7;6,4;61;300;24,8;298;53,3;0;1022,3;997,4;0
11036;"Wien/Schwechat";183;"04-10-2022";"00:00";13,7;6;60;310;25,9;;38,9;0;1022,3;1000,4;0
11101;"Bregenz";424;"04-10-2022";"00:00";9,7;9,2;97;125;1,1;188;10,1;0;1025,1;972,9;0
11121;"Innsbruck";579;"04-10-2022";"00:00";9,4;8;91;249;2,9;263;5;0;1027,1;957,7;0
11126;"Patscherkofel";2247;"04-10-2022";"00:00";2;0,5;91;338;21,2;336;24,8;0;;781,4;0
11130;"Kufstein";495;"04-10-2022";"00:00";7,3;6,5;95;244;2,2;223;5,4;0;1027,2;968;0
11150;"Salzburg";430;"04-10-2022";"00:00";8,9;8,1;95;200;3,6;;9,4;0;1026,7;973,3;0
11155;"Feuerkogel";1618;"04-10-2022";"00:00";2,5;2,1;98;305;11,5;330;31,3;0;;843,5;0
11157;"Aigen im Ennstal";640;"04-10-2022";"00:00";8,6;4,8;77;309;0,7;233;15,8;0;1026;948,8;0
11171;"Mariazell";866;"04-10-2022";"00:00";7,9;2,6;69;311;20,2;320;39,2;0;1025,1;924;0
11190;"Eisenstadt";184;"04-10-2022";"00:00";12,7;6,5;66;282;9,7;310;34,2;0;1021,9;1000;0
11204;"Lienz";659;"04-10-2022";"00:00";6;3,5;85;240;1,4;273;11,9;0;1025,6;945,9;0
11240;"Graz/Flughafen";340;"04-10-2022";"00:00";7,3;4,3;81;330;3,6;;7,6;0;1023,9;979,9;0
11244;"Bad Gleichenberg";280;"04-10-2022";"00:00";6,2;4,8;89;345;2,9;331;7,9;0;1024;990,8;0
11265;"Villacher Alpe";2140;"04-10-2022";"00:00";2,5;-4,4;61;274;24,8;282;29,5;0;;789,2;0
11331;"Klagenfurt/Flughafen";447;"04-10-2022";"00:00";7,3;5,4;89;303;4;308;7,6;0;1024,7;970,3;0
11343;"Sonnblick";3105;"04-10-2022";"00:00";-3,1;-10,1;59;352;55,8;348;77,4;;;700,5;0
11389;"St. Pölten";270;"04-10-2022";"00:00";11,4;7,9;80;225;15,8;225;25,9;0;1023,8;991,5;0
